Customer Lifetime Value,Months_Since_Enrollment,TotalPoints,NumFlights_Max,NumFlightsWithCompanions_Max,Ratio_Flights_Companions,Ratio_Points_Redeemed,MeanDistancePerFlight,PropNrFlights,PropNrFlightsWithCompanions,PropCLV,PropPoints,DiversitySeason,Recency_Months,value_labels,behav_labels,final_cluster_labels
-0.0042305442135423315,-0.27275794178782364,1.5027954672129573,0.34310549016027864,0.033829408395888924,-0.3697858649865876,0.14375836965702057,0.19824368607857867,0.7522376350969949,0.10453413833866418,-0.19723141007130143,1.3258918264337571,0.3925041281648931,-0.36258170198762263,3,1,0
-0.7466173085152839,1.3441823778506636,0.1680116087680677,-0.28042613110578646,0.4792155428216224,-0.195480095061577,0.474003098754944,-0.7207092892724231,1.0419169874539225,0.4794357964221749,-0.30555922133012875,-0.3298848149889904,0.3925041281648931,-0.36258170198762263,0,1,0
-0.7539460660892021,-0.27275794178782364,0.8167860441380491,-0.28042613110578646,0.4792155428216224,-0.06915589667334203,-0.40411907107841477,-0.1032405593724966,0.5136781684501137,0.30902595183876097,-0.3066286211435479,0.4749088217046611,0.3925041281648931,-0.07839909536930688,3,1,0
-0.5573370572861768,-0.03497260066451668,0.34610604508376697,-0.9039577523718515,0.033829408395888924,-0.6875176693180414,0.07637347885855078,1.1489193475818706,-1.2755178314014979,-1.1607589576931838,-0.277939769696376,-0.10896170016915291,0.3925041281648931,-0.36258170198762263,1,3,0
-0.19562369676051752,0.8686116956040498,0.8000697627510295,0.03133967952724609,0.9246016772473558,0.21700087423574554,-0.12429025721403161,0.20034441173392792,0.0024793113496529785,0.2621632445783219,-0.22515917266394608,0.4541725593675334,0.3925041281648931,-0.07839909536930688,3,1,0
4.0250516121045825,1.0588399685026952,0.9853283196611656,1.2784029220593762,0.9246016772473558,0.28094421668641784,-0.14840051758680645,-0.17687902712701492,0.8715173684204358,0.9565833612557337,0.6733974000573206,0.683982643760426,0.3925041281648931,-0.36258170198762263,2,1,0
-0.4137261647097619,0.1076986040094675,0.19792602048096045,-0.28042613110578646,0.4792155428216224,-0.04570395388859476,-0.12415797045139693,-0.1316952590072366,-0.202000231490531,-0.11699865961977385,-0.2569843130344272,-0.2927764967824619,0.3925041281648931,-0.36258170198762263,1,2,0
-0.8089006817204869,1.5819677189739707,0.36497638203413324,-0.592191941738819,-0.4115567260298445,0.9582425701788398,0.33860649520547237,0.05229848042723319,-0.2701600791039255,0.7137493327243688,-0.3146475049870745,-0.0855533685950841,0.3925041281648931,-0.36258170198762263,0,2,0
-0.3102131815009345,1.6770818554232934,0.1904224475506654,-0.592191941738819,-0.856942860455578,-0.6226073848924962,0.5316723513916294,-0.1233260448662118,-0.47463962194410997,-0.7560355768075759,-0.24187987496105873,-0.30208455119635763,0.3925041281648931,-0.36258170198762263,0,3,0
-0.0126998553619803,1.3917394460753252,0.6449917314220203,0.03133967952724609,1.3699878116730893,-0.1937533130136641,-0.03310402113013539,-0.19829963052564617,0.4795982446434165,0.15139684559910288,-0.19846723751825654,0.2618009029020758,0.3925041281648931,0.2057835112490089,0,1,0
-0.09052751305303613,0.9637258320533726,0.7020455669252456,0.03133967952724609,0.9246016772473558,-0.4533879239278911,0.6538436863196021,-0.08673750633016417,0.343278549416627,-0.2022035819114808,-0.20982371667235764,0.3325752140627443,0.3925041281648931,-0.36258170198762263,0,1,0
3.8572500651242225,-1.5092417156290199,-1.6017475903839236,-1.839255184270949,-2.1931012637327782,-1.2629677867850575,0.33585197175090864,0.9559406679402402,-1.328531046211916,-1.5029987288982067,2.486563336408678,-0.3811547343254253,-1.017727810787771,-0.07839909536930688,2,4,2
-0.45079784460601724,1.8197530600972776,0.5559860717291569,-0.592191941738819,0.033829408395888924,-0.6727299210659187,-0.24027710048560266,0.003971417796247238,0.0195192732530016,-0.5771052399949913,-0.26239374937671756,0.1513908980601199,0.3925041281648931,-0.07839909536930688,0,3,0
-0.5149108250976425,0.012584467560144716,-0.2661842487974343,1.2784029220593762,0.9246016772473558,0.4862848534917206,1.193426634279415,-0.30553568245773527,-0.5427994695575045,0.08749315388032258,-0.2717490062103574,-0.8684973807695496,0.3925041281648931,-0.36258170198762263,1,1,0
-0.8080286672799423,-0.13008673711383947,-0.2477811826550706,0.6548713007933111,-0.4115567260298445,-0.09669976016450874,-0.30310772340803366,-0.44968675512923895,-0.7643189743010376,-0.5089413021616258,-0.31452026212624684,-0.8456686906739225,0.3925041281648931,-0.07839909536930688,1,3,0
-0.6011472988575046,0.773497559154727,1.0607021043767813,0.9666371114263437,0.9246016772473558,-0.41100267780791677,0.01999984157811946,-0.1978319049765571,0.6329579017735546,-0.0062322606405551696,-0.2843324854725068,0.7774825398807952,0.3925041281648931,-0.36258170198762263,3,1,0
0.7139596637252663,-0.4629862146864692,0.41126273356701215,0.34310549016027864,0.4792155428216224,0.19982142956399876,0.6251419703564521,-0.31149710797581365,0.8561264350883792,0.847466089804741,-0.05691196830172994,0.38983679920648673,0.3925041281648931,-0.07839909536930688,1,1,0
-0.7987655426475564,-0.13008673711383947,1.4877513028877567,0.9666371114263437,1.3699878116730893,0.03956471376366024,-0.32440035566669495,-0.2716065388580777,1.7575953873945678,1.246280097047537,-0.31316860276875835,1.307229796831141,0.3925041281648931,0.4899661178673247,3,1,0
-0.24699139681656657,1.3441823778506636,0.4082544594712493,-1.215723563004884,-1.3023289948813115,-0.749454570415274,-0.6303447206863524,0.45857188328008863,-0.6961591266876426,-0.9520068980785019,-0.23265465990058276,-0.03186765067701678,0.3925041281648931,-0.36258170198762263,0,3,0
0.3254956740844186,-0.27275794178782364,0.12617375914276074,0.9666371114263437,-0.4115567260298445,-0.03568136514294505,-0.08736752757294722,-0.5642312862580433,0.20695885418983748,0.15139684559910288,-0.1491183223110909,-0.3817839548374823,0.3925041281648931,-0.07839909536930688,1,3,0
-0.6472725838420553,1.2015111731766794,-0.5936481898146366,0.6548713007933111,-1.3023289948813115,-1.3760680828477287,-0.6303447206863524,-0.6237626368806031,-0.5087195457508072,-1.3737712634224513,-0.29106300843753524,-1.2747108220050667,0.3925041281648931,-0.36258170198762263,0,3,0
0.008783275356008747,0.53571221803142,-0.4375182753214251,-0.9039577523718515,-0.856942860455578,0.36947794452735927,0.5914829945771871,-0.26346468826313835,-0.8324788219144321,-0.22350481248440748,-0.19533245570158997,-1.0810343223908305,0.3925041281648931,-0.36258170198762263,1,2,0
-0.5245206898206002,0.7259404909300656,1.0436135429588724,0.34310549016027864,0.9246016772473558,0.2946719564859726,-0.2097049790019727,0.14727011197264514,0.343278549416627,0.5859419492868085,-0.27315126129084843,0.7562844705062847,0.3925041281648931,-0.07839909536930688,3,1,0
-0.4688106234387927,1.5344106507493094,-0.13356664702436827,-0.28042613110578646,-0.856942860455578,-0.7179727652428403,-0.07931057829999857,-0.5103439540999356,-0.23608015529722823,-0.7304741001200639,-0.26502214336146107,-0.7039875046063949,0.3925041281648931,-0.36258170198762263,0,3,0
0.7304733449749733,-0.27275794178782364,-0.21946974030595218,-0.28042613110578646,-1.3023289948813115,-0.2628939108565477,0.7620374362179317,-0.2509746760648721,-0.5598394314608531,-0.5132015482762112,-0.0900246708536405,-0.8105488286602538,0.3925041281648931,-0.36258170198762263,1,3,0
0.896579554235898,1.4868535825246478,1.180720855873699,1.2784029220593762,-0.4115567260298445,-0.3954107377849852,0.9562204775101388,-0.41369148580024456,1.5531158445543833,0.4964767808805161,-0.06578673592404748,0.9263637568688736,0.3925041281648931,-0.36258170198762263,3,1,0
-0.031074129182798844,0.8686116956040498,0.9119011474147611,0.03133967952724609,0.4792155428216224,0.06885238787687298,0.5754054166764107,0.6324529920945414,-0.40647977433071497,-0.1510806285364567,-0.20114838023549203,0.592897487252039,0.3925041281648931,-0.07839909536930688,3,2,0
-0.7759588976264055,-0.5105432829111306,-0.1404290322091536,0.9666371114263437,0.4792155428216224,-0.432686000324508,-0.12652957764489953,-0.017865635297602312,-0.3610398759217853,-0.5437333120974062,-0.300192055740815,-0.2866794308874062,0.3925041281648931,-0.36258170198762263,1,3,0
2.4052648696811207,0.7259404909300656,0.19521319564048117,0.6548713007933111,-0.4115567260298445,-0.19914865376020643,0.1936052020571269,-0.2288243498700509,-0.04864057436039288,-0.16386136688021258,0.1543580537722403,-0.29614170979033444,0.3925041281648931,-0.36258170198762263,2,3,0
-0.34352088705230044,-1.2714563745057128,-1.346878953851795,0.6548713007933111,-1.7477151293070448,-0.572324564746722,0.14329025035430995,0.011091499219754934,-0.7131990885909912,-0.8284597607555269,-0.0652513901144911,-0.6215649123752233,0.3925041281648931,-0.07839909536930688,5,3,4
-0.4946449734210229,1.5819677189739707,0.09957284924326475,1.2784029220593762,0.033829408395888924,-1.0740407871803022,0.16140016531839133,-0.2113049303703086,-0.202000231490531,-1.0329515742556235,-0.268791847676572,-0.41478193048238704,0.3925041281648931,-0.07839909536930688,0,3,0
-0.4045973096443637,-0.03497260066451668,0.74402031502345,0.34310549016027864,0.9246016772473558,-0.11777186947194156,-0.010129946162670093,-0.05794946334328329,0.343278549416627,0.15139684559910288,-0.25565224606329284,0.38464417413511415,0.3925041281648931,-0.36258170198762263,3,1,0
0.06414807713699124,-1.8421411932016496,-2.0545602433402927,-3.0863184268030794,-3.0838735325842452,-2.159773164655732,-0.6303447206863524,1.3632769329231191,0.39439843512667283,-2.000027442266497,2.976295965367742,2.455102452004824,-3.838191688693099,-0.36258170198762263,4,4,2
-0.4158125072121821,-0.320315010012485,0.8782346000059226,0.03133967952724609,0.9246016772473558,0.16483704705074947,0.033362600556797066,-0.006041491187099283,0.5171863959008032,0.5699033756789577,-0.2540404018413828,0.6634452780090374,0.3925041281648931,-0.36258170198762263,3,1,0
0.15559598068366234,1.1539541049520181,0.4372385203377162,0.34310549016027864,-0.856942860455578,-0.16427288906523588,-0.6303447206863524,0.6351055927780772,-0.8324788219144321,-0.5984064705679182,-0.17390979598042636,0.00408658315091046,0.3925041281648931,-0.36258170198762263,0,3,0
0.8807283678826454,-1.7945841249769883,-2.0970951576388224,-3.0863184268030794,-0.856942860455578,2.7940089226298994,-0.6303447206863524,0.014677005380533221,-1.9911962313421425,0.9821448379432455,2.976295965367742,-1.988718798061354,-2.427959749740435,-0.36258170198762263,5,4,2
2.4486236113898316,1.3917394460753252,0.2939079145988247,0.6548713007933111,0.4792155428216224,-0.5829385905760255,-0.6303447206863524,-0.12731036043187074,-0.5427994695575045,-0.7560355768075759,0.16068488745799336,-0.17371259196042688,0.3925041281648931,-0.36258170198762263,2,3,0
